Date      ,Symbol,ListingMarket,OpeningCross,ClosingCross,IntradayCross,
01/02/2015,CHTR  ,             ,        4520,       19314,            0,
01/02/2015,CHUY  ,             ,        2538,        4448,            0,
01/02/2015,CHW   ,             ,       16875,        7554,            0,
01/02/2015,CHXF  ,             ,         120,           0,            0,
01/02/2015,CHY   ,             ,       14339,         921,            0,
01/02/2015,CHYR  ,             ,           0,        2400,            0,
01/02/2015,CIDM  ,             ,        1557,       10076,            0,
01/02/2015,CIE   ,             ,         200,           0,            0,
01/02/2015,CIFC  ,             ,         277,         500,            0,
01/02/2015,CIK   ,             ,         500,           0,            0,
01/02/2015,CIMT  ,             ,       30900,         654,            0,
01/02/2015,CINF  ,             ,        3187,       97896,            0,
01/02/2015,CISG  ,             ,           0,           3,            0,
01/02/2015,CIZN  ,             ,           1,         202,            0,
01/02/2015,CJES  ,             ,         200,           0,            0,
01/02/2015,CJJD  ,             ,        5003,         814,            0,
01/02/2015,CKEC  ,             ,         981,        8493,            0,
01/02/2015,CKSW  ,             ,           0,        1911,            0,
01/02/2015,CL    ,             ,           2,           0,            0,
01/02/2015,CLAC  ,             ,           0,         100,            0,
01/02/2015,CLB   ,             ,           2,           0,            0,
01/02/2015,CLCT  ,             ,         188,        1062,            0,
01/02/2015,CLDN  ,             ,        1174,        8274,            0,
01/02/2015,CLDT  ,             ,         316,           0,            0,
01/02/2015,CLDX  ,             ,        8288,       48452,            0,
01/02/2015,CLFD  ,             ,         393,        2001,            0,
01/02/2015,CLIR  ,             ,         720,        1800,            0,
01/02/2015,CLMS  ,             ,        1309,        2309,            0,
01/02/2015,CLMT  ,             ,        2475,       19080,            0,
01/02/2015,CLNE  ,             ,       17775,       25286,            0,
01/02/2015,CLR   ,             ,         300,           0,            0,
01/02/2015,CLRO  ,             ,         100,           0,            0,
01/02/2015,CLSN  ,             ,          34,        4225,            0,
01/02/2015,CLUB  ,             ,         972,        4821,            0,
01/02/2015,CLVS  ,             ,        1053,       12319,            0,
01/02/2015,CLWT  ,             ,          25,           0,            0,
01/02/2015,CMCO  ,             ,         440,        1341,            0,
01/02/2015,CMCSA ,             ,      142369,      829381,            0,
01/02/2015,CMCSK ,             ,       10902,       29057,            0,
01/02/2015,CMCT  ,             ,         100,         500,            0,
01/02/2015,CME   ,             ,       11202,      110510,            0,
01/02/2015,CMFN  ,             ,        1469,        2041,            0,
01/02/2015,CMG   ,             ,           2,           0,            0,
01/02/2015,CMGE  ,             ,         775,         265,            0,
01/02/2015,CMLS  ,             ,        4147,       46850,            0,
01/02/2015,CMPR  ,             ,         841,        6092,            0,
01/02/2015,CMRX  ,             ,        2366,       30235,            0,
01/02/2015,CMSB  ,             ,         450,           0,            0,
01/02/2015,CMTL  ,             ,         676,        4205,            0,
01/02/2015,CNAT  ,             ,         600,         300,            0,
01/02/2015,CNBKA ,             ,          44,          46,            0,
01/02/2015,CNCE  ,             ,        2220,        7984,            0,
01/02/2015,CNDO  ,             ,        1235,        1394,            0,
01/02/2015,CNET  ,             ,       18215,           0,            0,
01/02/2015,CNIT  ,             ,           0,         100,            0,
01/02/2015,CNL   ,             ,           0,         300,            0,
01/02/2015,CNLMU ,             ,         100,           0,            0,
01/02/2015,CNMD  ,             ,        1050,        5528,            0,
01/02/2015,CNNX  ,             ,           0,         130,            0,
01/02/2015,CNOB  ,             ,        2101,        4765,            0,
01/02/2015,CNS   ,             ,           0,         100,            0,
01/02/2015,CNSI  ,             ,        1233,        4733,            0,
01/02/2015,CNSL  ,             ,        6057,       16063,            0,
01/02/2015,CNTY  ,             ,         300,        1404,            0,
01/02/2015,CNV   ,             ,        4600,         900,            0,
01/02/2015,CNXR  ,             ,          19,           0,            0,
01/02/2015,CNYD  ,             ,         100,           0,            0,
01/02/2015,COB   ,             ,         155,         534,            0,
01/02/2015,COBZ  ,             ,         656,        6468,            0,
01/02/2015,COCO  ,             ,       75774,        2402,            0,
01/02/2015,COG   ,             ,         200,           0,            0,
01/02/2015,COHR  ,             ,         582,        6008,            0,
01/02/2015,COHU  ,             ,        1192,        3401,            0,
01/02/2015,COKE  ,             ,         215,         659,            0,
01/02/2015,COLB  ,             ,        2258,       21066,            0,
01/02/2015,COLM  ,             ,        1094,        5523,            0,
01/02/2015,COMM  ,             ,       17496,       14215,            0,
01/02/2015,COMT  ,             ,         100,           0,            0,
01/02/2015,CONE  ,             ,        1136,       14041,            0,
01/02/2015,CONN  ,             ,        6051,       11655,            0,
01/02/2015,COOL  ,             ,        5240,         600,            0,
01/02/2015,COP   ,             ,           2,           0,            0,
01/02/2015,CORE  ,             ,        4416,        3362,            0,
01/02/2015,CORT  ,             ,        1303,        2979,            0,
01/02/2015,COSI  ,             ,          20,        5000,            0,
01/02/2015,COST  ,             ,       41752,      132463,            0,
01/02/2015,COVS  ,             ,        1988,        8784,            0,
01/02/2015,COWN  ,             ,        3341,       20558,            0,
01/02/2015,CPAH  ,             ,           0,         200,            0,
01/02/2015,CPGI  ,             ,          39,           0,            0,
01/02/2015,CPHD  ,             ,        6034,       16642,            0,
01/02/2015,CPIX  ,             ,         852,           0,            0,
01/02/2015,CPLA  ,             ,         228,        2518,            0,
01/02/2015,CPLP  ,             ,         503,       18385,            0,
01/02/2015,CPRT  ,             ,       32093,       24080,            0,
01/02/2015,CPRX  ,             ,        2111,        4465,            0,
01/02/2015,CPSI  ,             ,         492,        8697,            0,
01/02/2015,CPSS  ,             ,         992,        4849,            0,
01/02/2015,CPST  ,             ,       15674,       43856,            0,
01/02/2015,CPT   ,             ,         500,           0,            0,
01/02/2015,CPTA  ,             ,        1128,        2847,            0,
01/02/2015,CPXX  ,             ,          60,         500,            0,
01/02/2015,CRAI  ,             ,         121,         984,            0,
01/02/2015,CRAY  ,             ,        1333,       12380,            0,
01/02/2015,CRDC  ,             ,       11771,       24247,            0,
01/02/2015,CRDS  ,             ,         400,       12376,            0,
01/02/2015,CRDT  ,             ,          43,           0,            0,
01/02/2015,CREE  ,             ,       11102,       47820,            0,
01/02/2015,CREG  ,             ,         200,         100,            0,
01/02/2015,CRESY ,             ,        1905,           0,            0,
01/02/2015,CRIS  ,             ,       20423,        8300,            0,
01/02/2015,CRM   ,             ,           2,           0,            0,
01/02/2015,CRME  ,             ,         100,         400,            0,
01/02/2015,CRMT  ,             ,         302,        1811,            0,
01/02/2015,CRNT  ,             ,       10906,        1850,            0,
01/02/2015,CROX  ,             ,        3998,       19736,            0,
01/02/2015,CRRC  ,             ,         250,         978,            0,
01/02/2015,CRRS  ,             ,        3319,         801,            0,
01/02/2015,CRTO  ,             ,         616,        3799,            0,
01/02/2015,CRUS  ,             ,       27104,       34561,            0,
